sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
3660;DHT22;1846;51.482;7.224;2022-06-05T00:01:02;19.10;1.00
3660;DHT22;1846;51.482;7.224;2022-06-05T00:03:34;19.10;1.00
3660;DHT22;1846;51.482;7.224;2022-06-05T00:06:10;18.90;1.00
3660;DHT22;1846;51.482;7.224;2022-06-05T00:08:46;19.00;1.00
3660;DHT22;1846;51.482;7.224;2022-06-05T00:11:14;18.90;1.00
3660;DHT22;1846;51.482;7.224;2022-06-05T00:13:44;18.90;22.70
3660;DHT22;1846;51.482;7.224;2022-06-05T00:16:14;18.80;71.40
3660;DHT22;1846;51.482;7.224;2022-06-05T00:18:42;18.80;99.90
3660;DHT22;1846;51.482;7.224;2022-06-05T00:21:11;18.70;99.90
3660;DHT22;1846;51.482;7.224;2022-06-05T00:23:39;18.70;99.90
3660;DHT22;1846;51.482;7.224;2022-06-05T00:26:13;18.60;99.90
3660;DHT22;1846;51.482;7.224;2022-06-05T00:28:47;18.60;99.90
3660;DHT22;1846;51.482;7.224;2022-06-05T00:31:23;18.50;99.90
3660;DHT22;1846;51.482;7.224;2022-06-05T00:33:52;18.50;99.90
3660;DHT22;1846;51.482;7.224;2022-06-05T00:36:31;18.40;99.90
3660;DHT22;1846;51.482;7.224;2022-06-05T00:39:05;18.40;99.90
3660;DHT22;1846;51.482;7.224;2022-06-05T00:41:42;18.40;99.90
3660;DHT22;1846;51.482;7.224;2022-06-05T00:44:14;18.50;99.90
3660;DHT22;1846;51.482;7.224;2022-06-05T00:46:45;18.40;99.90
3660;DHT22;1846;51.482;7.224;2022-06-05T00:49:14;18.30;99.90
3660;DHT22;1846;51.482;7.224;2022-06-05T00:51:40;18.30;99.90
3660;DHT22;1846;51.482;7.224;2022-06-05T00:54:07;18.30;1.00
3660;DHT22;1846;51.482;7.224;2022-06-05T00:56:34;18.20;1.00
3660;DHT22;1846;51.482;7.224;2022-06-05T00:59:03;18.30;1.00
3660;DHT22;1846;51.482;7.224;2022-06-05T01:01:30;18.10;1.00
3660;DHT22;1846;51.482;7.224;2022-06-05T01:04:00;18.20;1.00
3660;DHT22;1846;51.482;7.224;2022-06-05T01:06:28;18.10;1.00
3660;DHT22;1846;51.482;7.224;2022-06-05T01:08:55;18.10;1.00
3660;DHT22;1846;51.482;7.224;2022-06-05T01:11:28;18.00;1.00
3660;DHT22;1846;51.482;7.224;2022-06-05T01:14:07;18.00;1.00
3660;DHT22;1846;51.482;7.224;2022-06-05T01:16:42;18.00;1.00
3660;DHT22;1846;51.482;7.224;2022-06-05T01:19:30;17.90;1.00
3660;DHT22;1846;51.482;7.224;2022-06-05T01:25:07;17.90;91.30
3660;DHT22;1846;51.482;7.224;2022-06-05T01:27:42;17.90;99.90
3660;DHT22;1846;51.482;7.224;2022-06-05T01:30:13;17.80;99.90
3660;DHT22;1846;51.482;7.224;2022-06-05T01:32:46;17.80;99.90
3660;DHT22;1846;51.482;7.224;2022-06-05T01:35:17;17.80;99.90
3660;DHT22;1846;51.482;7.224;2022-06-05T01:37:50;17.70;99.90
3660;DHT22;1846;51.482;7.224;2022-06-05T01:40:20;17.60;99.90
3660;DHT22;1846;51.482;7.224;2022-06-05T01:42:52;17.70;99.90
3660;DHT22;1846;51.482;7.224;2022-06-05T01:45:24;17.60;1.00
3660;DHT22;1846;51.482;7.224;2022-06-05T01:47:54;17.60;1.00
3660;DHT22;1846;51.482;7.224;2022-06-05T01:50:27;17.60;1.00
