sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
3660;DHT22;1846;51.482;7.224;2022-02-27T00:02:23;2.60;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T00:05:10;2.60;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T00:07:56;2.50;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T00:10:41;2.40;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T00:13:27;2.30;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T00:16:14;2.20;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T00:19:02;2.10;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T00:21:50;2.20;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T00:24:35;2.20;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T00:27:23;2.30;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T00:30:10;2.30;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T00:32:55;2.20;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T00:35:41;2.10;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T00:38:28;2.10;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T00:41:14;2.10;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T00:44:03;2.10;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T00:46:52;2.10;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T00:49:38;2.00;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T00:52:23;2.00;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T00:55:11;2.00;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T00:57:56;2.00;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T01:00:45;2.00;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T01:03:32;2.00;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T01:06:18;2.10;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T01:09:05;2.10;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T01:11:57;2.10;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T01:14:43;2.20;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T01:17:30;2.30;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T01:20:16;2.30;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T01:23:02;2.40;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T01:25:48;2.40;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T01:28:35;2.50;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T01:31:21;2.60;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T01:34:06;2.60;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T01:36:52;2.50;99.90
3660;DHT22;1846;51.482;7.224;2022-02-27T01:39:38;2.50;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T01:42:23;2.50;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T01:45:11;2.50;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T01:47:56;2.50;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T01:50:42;2.40;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T01:53:30;2.40;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T01:56:18;2.50;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T01:59:04;2.40;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T02:01:51;2.40;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T02:04:38;2.40;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T02:07:26;2.30;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T02:10:15;2.30;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T02:13:00;2.10;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T02:15:55;2.10;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T02:18:42;1.90;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T02:21:29;1.90;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T02:24:21;1.90;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T02:27:07;2.10;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T02:29:52;2.10;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T02:32:49;2.10;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T02:35:35;2.00;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T02:38:24;2.10;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T02:41:10;1.90;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T02:43:56;1.90;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T02:46:45;2.00;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T02:49:31;1.90;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T02:52:17;1.70;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T02:55:16;1.70;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T02:58:09;1.60;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T03:01:13;1.50;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T03:04:15;1.40;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T03:07:17;1.30;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T03:13:39;1.30;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T03:16:36;1.30;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T03:26:50;1.70;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T03:29:57;1.80;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T03:36:57;1.90;1.00
3660;DHT22;1846;51.482;7.224;2022-02-27T03:40:13;1.80;1.00
