sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
3660;DHT22;1846;51.482;7.224;2022-06-23T00:00:20;20.30;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T00:03:07;20.20;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T00:05:55;20.20;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T00:08:43;20.10;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T00:11:29;20.00;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T00:14:16;20.00;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T00:17:15;20.00;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T00:20:03;20.00;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T00:22:50;19.90;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T00:25:45;19.90;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T00:28:34;19.70;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T00:31:26;19.60;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T00:34:16;19.60;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T00:37:05;19.60;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T00:39:54;19.50;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T00:42:49;19.60;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T00:45:40;19.60;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T00:48:35;19.60;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T00:51:26;19.50;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T00:54:17;19.50;1.00
3660;DHT22;1846;51.482;7.224;2022-06-23T00:57:08;19.40;1.00
3660;DHT22;1846;51.482;7.224;2022-06-23T01:00:00;19.30;1.00
3660;DHT22;1846;51.482;7.224;2022-06-23T01:02:56;19.30;1.00
3660;DHT22;1846;51.482;7.224;2022-06-23T01:05:49;19.30;1.00
3660;DHT22;1846;51.482;7.224;2022-06-23T01:08:43;19.20;1.00
3660;DHT22;1846;51.482;7.224;2022-06-23T01:11:40;19.20;1.00
3660;DHT22;1846;51.482;7.224;2022-06-23T01:14:30;19.10;1.00
3660;DHT22;1846;51.482;7.224;2022-06-23T01:17:22;19.10;1.00
3660;DHT22;1846;51.482;7.224;2022-06-23T01:20:20;19.00;1.00
3660;DHT22;1846;51.482;7.224;2022-06-23T01:29:59;19.00;1.00
3660;DHT22;1846;51.482;7.224;2022-06-23T01:32:54;18.90;55.00
3660;DHT22;1846;51.482;7.224;2022-06-23T01:35:46;18.90;92.20
3660;DHT22;1846;51.482;7.224;2022-06-23T01:38:46;18.90;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T01:41:38;18.80;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T01:44:38;18.80;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T01:47:33;18.70;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T01:50:31;18.70;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T01:53:25;18.80;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T01:56:34;18.80;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T01:59:28;18.70;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T02:02:25;18.60;1.00
3660;DHT22;1846;51.482;7.224;2022-06-23T02:05:21;18.50;1.00
3660;DHT22;1846;51.482;7.224;2022-06-23T02:08:28;18.50;1.00
3660;DHT22;1846;51.482;7.224;2022-06-23T02:11:21;18.40;1.00
3660;DHT22;1846;51.482;7.224;2022-06-23T02:14:16;18.40;1.00
3660;DHT22;1846;51.482;7.224;2022-06-23T02:17:11;18.40;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T02:20:15;18.50;35.90
3660;DHT22;1846;51.482;7.224;2022-06-23T02:23:08;18.40;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T02:26:00;18.30;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T02:28:59;18.20;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T02:31:51;18.30;1.00
3660;DHT22;1846;51.482;7.224;2022-06-23T02:34:47;18.30;1.00
3660;DHT22;1846;51.482;7.224;2022-06-23T02:37:56;18.30;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T02:40:46;18.20;1.00
3660;DHT22;1846;51.482;7.224;2022-06-23T02:43:37;18.20;1.00
3660;DHT22;1846;51.482;7.224;2022-06-23T02:46:46;18.10;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T02:49:49;18.00;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T02:52:57;18.00;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T02:55:55;18.00;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T02:58:52;17.90;1.00
3660;DHT22;1846;51.482;7.224;2022-06-23T03:01:45;17.90;1.00
3660;DHT22;1846;51.482;7.224;2022-06-23T03:04:35;17.90;1.00
3660;DHT22;1846;51.482;7.224;2022-06-23T03:07:26;17.90;8.10
3660;DHT22;1846;51.482;7.224;2022-06-23T03:10:19;17.90;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T03:13:14;17.90;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T03:16:09;17.90;1.00
3660;DHT22;1846;51.482;7.224;2022-06-23T03:19:01;17.90;1.00
3660;DHT22;1846;51.482;7.224;2022-06-23T03:21:52;17.90;1.00
3660;DHT22;1846;51.482;7.224;2022-06-23T03:24:47;17.80;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T03:27:35;17.80;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T03:30:29;17.80;99.90
3660;DHT22;1846;51.482;7.224;2022-06-23T03:33:25;17.80;1.00
