sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
3659;SDS011;1846;51.482;7.224;2022-03-19T00:00:28;11.10;;;10.00;;
3659;SDS011;1846;51.482;7.224;2022-03-19T00:03:16;11.07;;;9.20;;
3659;SDS011;1846;51.482;7.224;2022-03-19T00:06:07;19.70;;;10.50;;
3659;SDS011;1846;51.482;7.224;2022-03-19T00:08:56;16.60;;;10.47;;
3659;SDS011;1846;51.482;7.224;2022-03-19T00:11:44;17.40;;;10.30;;
3659;SDS011;1846;51.482;7.224;2022-03-19T00:14:35;12.83;;;10.37;;
3659;SDS011;1846;51.482;7.224;2022-03-19T00:17:23;20.10;;;10.63;;
3659;SDS011;1846;51.482;7.224;2022-03-19T00:20:09;12.57;;;9.07;;
3659;SDS011;1846;51.482;7.224;2022-03-19T00:22:56;12.40;;;9.70;;
3659;SDS011;1846;51.482;7.224;2022-03-19T00:25:42;12.53;;;9.43;;
3659;SDS011;1846;51.482;7.224;2022-03-19T00:28:28;14.60;;;9.13;;
3659;SDS011;1846;51.482;7.224;2022-03-19T00:31:14;20.13;;;10.40;;
3659;SDS011;1846;51.482;7.224;2022-03-19T00:34:00;16.10;;;11.13;;
3659;SDS011;1846;51.482;7.224;2022-03-19T00:36:49;19.50;;;10.93;;
3659;SDS011;1846;51.482;7.224;2022-03-19T00:39:36;16.43;;;9.20;;
3659;SDS011;1846;51.482;7.224;2022-03-19T00:42:25;19.30;;;10.70;;
3659;SDS011;1846;51.482;7.224;2022-03-19T00:45:10;18.03;;;11.10;;
3659;SDS011;1846;51.482;7.224;2022-03-19T00:47:56;13.43;;;10.47;;
3659;SDS011;1846;51.482;7.224;2022-03-19T00:50:43;13.93;;;9.30;;
3659;SDS011;1846;51.482;7.224;2022-03-19T00:53:28;20.70;;;11.13;;
3659;SDS011;1846;51.482;7.224;2022-03-19T00:56:14;14.87;;;10.53;;
3659;SDS011;1846;51.482;7.224;2022-03-19T00:59:01;16.40;;;10.20;;
3659;SDS011;1846;51.482;7.224;2022-03-19T01:01:47;13.30;;;9.43;;
3659;SDS011;1846;51.482;7.224;2022-03-19T01:04:33;16.03;;;10.27;;
3659;SDS011;1846;51.482;7.224;2022-03-19T01:07:21;14.97;;;10.20;;
3659;SDS011;1846;51.482;7.224;2022-03-19T01:10:07;14.17;;;10.87;;
3659;SDS011;1846;51.482;7.224;2022-03-19T01:12:54;19.87;;;10.00;;
3659;SDS011;1846;51.482;7.224;2022-03-19T01:15:42;14.23;;;10.47;;
3659;SDS011;1846;51.482;7.224;2022-03-19T01:18:28;13.63;;;10.40;;
3659;SDS011;1846;51.482;7.224;2022-03-19T01:21:13;12.00;;;9.70;;
3659;SDS011;1846;51.482;7.224;2022-03-19T01:24:00;17.53;;;11.20;;
3659;SDS011;1846;51.482;7.224;2022-03-19T01:26:45;11.30;;;10.10;;
3659;SDS011;1846;51.482;7.224;2022-03-19T01:29:33;12.20;;;9.87;;
3659;SDS011;1846;51.482;7.224;2022-03-19T01:32:20;19.47;;;10.60;;
3659;SDS011;1846;51.482;7.224;2022-03-19T01:35:06;13.13;;;10.17;;
3659;SDS011;1846;51.482;7.224;2022-03-19T01:37:56;12.97;;;9.93;;
3659;SDS011;1846;51.482;7.224;2022-03-19T01:40:42;14.40;;;10.40;;
3659;SDS011;1846;51.482;7.224;2022-03-19T01:43:28;13.63;;;10.83;;
3659;SDS011;1846;51.482;7.224;2022-03-19T01:46:13;18.23;;;11.47;;
3659;SDS011;1846;51.482;7.224;2022-03-19T01:49:00;16.63;;;11.10;;
3659;SDS011;1846;51.482;7.224;2022-03-19T01:51:46;14.73;;;11.60;;
3659;SDS011;1846;51.482;7.224;2022-03-19T01:54:33;18.60;;;11.50;;
3659;SDS011;1846;51.482;7.224;2022-03-19T01:57:22;14.80;;;10.30;;
3659;SDS011;1846;51.482;7.224;2022-03-19T02:00:10;13.33;;;9.90;;
3659;SDS011;1846;51.482;7.224;2022-03-19T02:02:58;15.40;;;9.67;;
3659;SDS011;1846;51.482;7.224;2022-03-19T02:05:47;20.37;;;11.20;;
3659;SDS011;1846;51.482;7.224;2022-03-19T02:08:35;21.00;;;11.03;;
3659;SDS011;1846;51.482;7.224;2022-03-19T02:11:23;14.27;;;10.47;;
3659;SDS011;1846;51.482;7.224;2022-03-19T02:14:12;13.20;;;9.80;;
3659;SDS011;1846;51.482;7.224;2022-03-19T02:17:00;16.03;;;12.07;;
3659;SDS011;1846;51.482;7.224;2022-03-19T02:19:46;18.33;;;10.97;;
3659;SDS011;1846;51.482;7.224;2022-03-19T02:22:42;16.90;;;10.60;;
3659;SDS011;1846;51.482;7.224;2022-03-19T02:25:49;16.00;;;11.00;;
3659;SDS011;1846;51.482;7.224;2022-03-19T02:28:34;26.30;;;12.47;;
3659;SDS011;1846;51.482;7.224;2022-03-19T02:31:20;12.50;;;10.50;;
3659;SDS011;1846;51.482;7.224;2022-03-19T02:34:06;14.33;;;10.77;;
3659;SDS011;1846;51.482;7.224;2022-03-19T02:36:55;12.63;;;11.20;;
3659;SDS011;1846;51.482;7.224;2022-03-19T02:39:44;17.67;;;12.63;;
3659;SDS011;1846;51.482;7.224;2022-03-19T02:42:34;13.43;;;11.40;;
3659;SDS011;1846;51.482;7.224;2022-03-19T02:45:21;17.50;;;12.60;;
3659;SDS011;1846;51.482;7.224;2022-03-19T02:48:10;12.70;;;11.30;;
3659;SDS011;1846;51.482;7.224;2022-03-19T02:50:56;14.50;;;11.30;;
3659;SDS011;1846;51.482;7.224;2022-03-19T02:53:42;17.03;;;11.50;;
3659;SDS011;1846;51.482;7.224;2022-03-19T02:56:28;14.03;;;12.27;;
3659;SDS011;1846;51.482;7.224;2022-03-19T02:59:15;19.90;;;13.40;;
3659;SDS011;1846;51.482;7.224;2022-03-19T03:02:06;17.27;;;11.27;;
3659;SDS011;1846;51.482;7.224;2022-03-19T03:04:55;15.60;;;11.40;;
3659;SDS011;1846;51.482;7.224;2022-03-19T03:07:42;21.23;;;13.23;;
3659;SDS011;1846;51.482;7.224;2022-03-19T03:10:33;19.97;;;11.83;;
3659;SDS011;1846;51.482;7.224;2022-03-19T03:13:21;16.80;;;12.10;;
3659;SDS011;1846;51.482;7.224;2022-03-19T03:16:14;17.47;;;13.30;;
3659;SDS011;1846;51.482;7.224;2022-03-19T03:19:05;18.40;;;13.97;;
3659;SDS011;1846;51.482;7.224;2022-03-19T03:21:51;21.67;;;12.53;;
3659;SDS011;1846;51.482;7.224;2022-03-19T03:24:41;18.90;;;13.10;;
3659;SDS011;1846;51.482;7.224;2022-03-19T03:27:29;14.87;;;11.47;;
3659;SDS011;1846;51.482;7.224;2022-03-19T03:30:14;17.80;;;11.23;;
3659;SDS011;1846;51.482;7.224;2022-03-19T03:33:03;15.40;;;12.63;;
3659;SDS011;1846;51.482;7.224;2022-03-19T03:35:51;15.43;;;12.17;;
3659;SDS011;1846;51.482;7.224;2022-03-19T03:38:36;15.50;;;12.47;;
