sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
3659;SDS011;1846;51.482;7.224;2022-05-04T00:01:08;9.70;;;6.63;;
3659;SDS011;1846;51.482;7.224;2022-05-04T00:03:53;11.20;;;5.40;;
3659;SDS011;1846;51.482;7.224;2022-05-04T00:06:41;8.80;;;5.47;;
3659;SDS011;1846;51.482;7.224;2022-05-04T00:09:27;9.40;;;5.50;;
3659;SDS011;1846;51.482;7.224;2022-05-04T00:12:14;10.00;;;5.50;;
3659;SDS011;1846;51.482;7.224;2022-05-04T00:15:00;7.67;;;4.87;;
3659;SDS011;1846;51.482;7.224;2022-05-04T00:17:46;14.73;;;5.60;;
3659;SDS011;1846;51.482;7.224;2022-05-04T00:20:31;7.03;;;5.27;;
3659;SDS011;1846;51.482;7.224;2022-05-04T00:23:17;11.57;;;5.63;;
3659;SDS011;1846;51.482;7.224;2022-05-04T00:26:03;8.53;;;5.20;;
3659;SDS011;1846;51.482;7.224;2022-05-04T00:28:50;4.80;;;4.40;;
3659;SDS011;1846;51.482;7.224;2022-05-04T00:31:36;8.27;;;5.87;;
3659;SDS011;1846;51.482;7.224;2022-05-04T00:34:21;7.43;;;5.33;;
3659;SDS011;1846;51.482;7.224;2022-05-04T00:37:07;8.83;;;5.10;;
3659;SDS011;1846;51.482;7.224;2022-05-04T00:39:53;15.70;;;7.23;;
3659;SDS011;1846;51.482;7.224;2022-05-04T00:42:40;19.33;;;6.60;;
3659;SDS011;1846;51.482;7.224;2022-05-04T00:45:27;7.63;;;6.23;;
3659;SDS011;1846;51.482;7.224;2022-05-04T00:48:15;12.40;;;5.87;;
3659;SDS011;1846;51.482;7.224;2022-05-04T00:51:00;11.93;;;5.77;;
3659;SDS011;1846;51.482;7.224;2022-05-04T00:53:46;5.47;;;4.60;;
3659;SDS011;1846;51.482;7.224;2022-05-04T00:56:32;12.93;;;5.97;;
3659;SDS011;1846;51.482;7.224;2022-05-04T00:59:21;12.40;;;6.37;;
3659;SDS011;1846;51.482;7.224;2022-05-04T01:02:07;10.53;;;6.23;;
3659;SDS011;1846;51.482;7.224;2022-05-04T01:04:52;11.00;;;5.77;;
3659;SDS011;1846;51.482;7.224;2022-05-04T01:07:39;8.53;;;6.53;;
3659;SDS011;1846;51.482;7.224;2022-05-04T01:10:26;9.73;;;6.00;;
3659;SDS011;1846;51.482;7.224;2022-05-04T01:13:11;10.60;;;5.60;;
3659;SDS011;1846;51.482;7.224;2022-05-04T01:15:57;8.20;;;6.20;;
3659;SDS011;1846;51.482;7.224;2022-05-04T01:18:44;9.50;;;6.33;;
3659;SDS011;1846;51.482;7.224;2022-05-04T01:21:29;7.20;;;6.30;;
3659;SDS011;1846;51.482;7.224;2022-05-04T01:24:16;14.50;;;6.53;;
3659;SDS011;1846;51.482;7.224;2022-05-04T01:27:02;12.30;;;6.30;;
3659;SDS011;1846;51.482;7.224;2022-05-04T01:29:47;6.87;;;6.20;;
3659;SDS011;1846;51.482;7.224;2022-05-04T01:32:33;8.70;;;6.50;;
3659;SDS011;1846;51.482;7.224;2022-05-04T01:35:18;9.10;;;5.97;;
3659;SDS011;1846;51.482;7.224;2022-05-04T01:38:04;8.27;;;5.87;;
3659;SDS011;1846;51.482;7.224;2022-05-04T01:40:52;11.03;;;6.03;;
