sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
3659;SDS011;1846;51.482;7.224;2022-04-14T00:02:35;21.13;;;13.20;;
3659;SDS011;1846;51.482;7.224;2022-04-14T00:05:21;21.10;;;13.30;;
3659;SDS011;1846;51.482;7.224;2022-04-14T00:08:09;19.27;;;12.97;;
3659;SDS011;1846;51.482;7.224;2022-04-14T00:10:56;17.63;;;12.93;;
3659;SDS011;1846;51.482;7.224;2022-04-14T00:13:44;15.40;;;13.63;;
3659;SDS011;1846;51.482;7.224;2022-04-14T00:16:32;25.23;;;17.03;;
3659;SDS011;1846;51.482;7.224;2022-04-14T00:19:18;20.67;;;16.60;;
3659;SDS011;1846;51.482;7.224;2022-04-14T00:22:06;21.70;;;13.90;;
3659;SDS011;1846;51.482;7.224;2022-04-14T00:24:53;23.10;;;15.33;;
3659;SDS011;1846;51.482;7.224;2022-04-14T00:27:39;16.20;;;14.60;;
3659;SDS011;1846;51.482;7.224;2022-04-14T00:30:27;16.80;;;13.50;;
3659;SDS011;1846;51.482;7.224;2022-04-14T00:33:12;17.30;;;14.50;;
3659;SDS011;1846;51.482;7.224;2022-04-14T00:36:00;14.10;;;12.00;;
3659;SDS011;1846;51.482;7.224;2022-04-14T00:38:46;14.67;;;12.33;;
3659;SDS011;1846;51.482;7.224;2022-04-14T00:41:33;16.60;;;13.47;;
3659;SDS011;1846;51.482;7.224;2022-04-14T00:44:20;16.57;;;13.90;;
3659;SDS011;1846;51.482;7.224;2022-04-14T00:47:06;15.20;;;12.00;;
3659;SDS011;1846;51.482;7.224;2022-04-14T00:49:54;17.50;;;11.03;;
3659;SDS011;1846;51.482;7.224;2022-04-14T00:52:42;11.80;;;10.10;;
3659;SDS011;1846;51.482;7.224;2022-04-14T00:55:29;14.10;;;11.37;;
3659;SDS011;1846;51.482;7.224;2022-04-14T00:58:18;19.07;;;11.67;;
3659;SDS011;1846;51.482;7.224;2022-04-14T01:01:04;14.13;;;11.63;;
3659;SDS011;1846;51.482;7.224;2022-04-14T01:03:50;17.07;;;11.83;;
3659;SDS011;1846;51.482;7.224;2022-04-14T01:06:37;17.67;;;10.30;;
3659;SDS011;1846;51.482;7.224;2022-04-14T01:09:24;12.40;;;9.73;;
3659;SDS011;1846;51.482;7.224;2022-04-14T01:12:15;10.53;;;9.43;;
3659;SDS011;1846;51.482;7.224;2022-04-14T01:15:11;9.70;;;8.70;;
3659;SDS011;1846;51.482;7.224;2022-04-14T01:18:00;10.37;;;8.90;;
3659;SDS011;1846;51.482;7.224;2022-04-14T01:20:52;14.40;;;10.67;;
3659;SDS011;1846;51.482;7.224;2022-04-14T01:23:41;11.43;;;8.40;;
3659;SDS011;1846;51.482;7.224;2022-04-14T01:26:31;9.40;;;7.40;;
3659;SDS011;1846;51.482;7.224;2022-04-14T01:29:21;16.97;;;8.90;;
3659;SDS011;1846;51.482;7.224;2022-04-14T01:32:08;9.17;;;8.20;;
3659;SDS011;1846;51.482;7.224;2022-04-14T01:34:55;10.90;;;9.30;;
3659;SDS011;1846;51.482;7.224;2022-04-14T01:37:41;10.40;;;8.40;;
3659;SDS011;1846;51.482;7.224;2022-04-14T01:40:29;9.40;;;8.50;;
3659;SDS011;1846;51.482;7.224;2022-04-14T01:43:14;13.93;;;10.33;;
3659;SDS011;1846;51.482;7.224;2022-04-14T01:46:04;12.30;;;10.33;;
3659;SDS011;1846;51.482;7.224;2022-04-14T01:48:52;18.00;;;10.97;;
3659;SDS011;1846;51.482;7.224;2022-04-14T01:51:38;13.70;;;10.37;;
3659;SDS011;1846;51.482;7.224;2022-04-14T01:54:25;13.43;;;10.67;;
3659;SDS011;1846;51.482;7.224;2022-04-14T01:57:12;12.77;;;10.23;;
3659;SDS011;1846;51.482;7.224;2022-04-14T01:59:57;13.33;;;10.87;;
3659;SDS011;1846;51.482;7.224;2022-04-14T02:02:43;10.97;;;9.40;;
3659;SDS011;1846;51.482;7.224;2022-04-14T02:05:31;11.90;;;9.27;;
3659;SDS011;1846;51.482;7.224;2022-04-14T02:08:17;12.80;;;10.60;;
3659;SDS011;1846;51.482;7.224;2022-04-14T02:11:09;14.33;;;11.60;;
3659;SDS011;1846;51.482;7.224;2022-04-14T02:13:57;13.93;;;11.07;;
3659;SDS011;1846;51.482;7.224;2022-04-14T02:16:43;12.10;;;9.33;;
3659;SDS011;1846;51.482;7.224;2022-04-14T02:19:28;15.20;;;10.40;;
3659;SDS011;1846;51.482;7.224;2022-04-14T02:22:14;15.67;;;12.50;;
3659;SDS011;1846;51.482;7.224;2022-04-14T02:25:02;16.50;;;12.03;;
3659;SDS011;1846;51.482;7.224;2022-04-14T02:27:47;22.80;;;13.97;;
3659;SDS011;1846;51.482;7.224;2022-04-14T02:30:35;15.97;;;12.53;;
3659;SDS011;1846;51.482;7.224;2022-04-14T02:33:20;19.10;;;13.87;;
3659;SDS011;1846;51.482;7.224;2022-04-14T02:36:06;20.80;;;13.80;;
3659;SDS011;1846;51.482;7.224;2022-04-14T02:38:51;19.70;;;13.63;;
3659;SDS011;1846;51.482;7.224;2022-04-14T02:41:37;17.47;;;14.50;;
3659;SDS011;1846;51.482;7.224;2022-04-14T02:44:23;20.70;;;14.87;;
3659;SDS011;1846;51.482;7.224;2022-04-14T02:47:10;20.50;;;13.77;;
3659;SDS011;1846;51.482;7.224;2022-04-14T02:49:58;22.40;;;14.73;;
3659;SDS011;1846;51.482;7.224;2022-04-14T02:52:44;21.77;;;15.10;;
3659;SDS011;1846;51.482;7.224;2022-04-14T02:55:29;20.47;;;15.43;;
3659;SDS011;1846;51.482;7.224;2022-04-14T02:58:15;19.67;;;15.13;;
3659;SDS011;1846;51.482;7.224;2022-04-14T03:01:01;20.63;;;15.97;;
3659;SDS011;1846;51.482;7.224;2022-04-14T03:03:49;20.37;;;15.90;;
3659;SDS011;1846;51.482;7.224;2022-04-14T03:06:34;26.03;;;16.20;;
3659;SDS011;1846;51.482;7.224;2022-04-14T03:09:23;20.87;;;16.33;;
3659;SDS011;1846;51.482;7.224;2022-04-14T03:12:09;24.70;;;16.20;;
3659;SDS011;1846;51.482;7.224;2022-04-14T03:14:55;19.93;;;16.07;;
3659;SDS011;1846;51.482;7.224;2022-04-14T03:17:41;22.63;;;17.30;;
3659;SDS011;1846;51.482;7.224;2022-04-14T03:20:29;22.33;;;17.90;;
3659;SDS011;1846;51.482;7.224;2022-04-14T03:23:14;21.80;;;16.63;;
3659;SDS011;1846;51.482;7.224;2022-04-14T03:26:00;20.87;;;16.63;;
3659;SDS011;1846;51.482;7.224;2022-04-14T03:28:47;22.40;;;16.97;;
3659;SDS011;1846;51.482;7.224;2022-04-14T03:31:36;19.20;;;17.10;;
3659;SDS011;1846;51.482;7.224;2022-04-14T03:34:21;26.73;;;18.77;;
3659;SDS011;1846;51.482;7.224;2022-04-14T03:37:08;22.07;;;18.33;;
3659;SDS011;1846;51.482;7.224;2022-04-14T03:39:54;27.73;;;19.27;;
3659;SDS011;1846;51.482;7.224;2022-04-14T03:42:40;27.90;;;18.57;;
3659;SDS011;1846;51.482;7.224;2022-04-14T03:45:26;23.70;;;17.87;;
3659;SDS011;1846;51.482;7.224;2022-04-14T03:48:11;29.57;;;19.47;;
3659;SDS011;1846;51.482;7.224;2022-04-14T03:50:57;28.10;;;18.87;;
3659;SDS011;1846;51.482;7.224;2022-04-14T03:53:44;26.00;;;20.50;;
3659;SDS011;1846;51.482;7.224;2022-04-14T03:56:32;30.87;;;20.50;;
3659;SDS011;1846;51.482;7.224;2022-04-14T03:59:17;31.90;;;21.93;;
3659;SDS011;1846;51.482;7.224;2022-04-14T04:02:03;30.63;;;19.47;;
3659;SDS011;1846;51.482;7.224;2022-04-14T04:04:51;25.83;;;20.37;;
3659;SDS011;1846;51.482;7.224;2022-04-14T04:07:37;28.20;;;20.80;;
3659;SDS011;1846;51.482;7.224;2022-04-14T04:10:24;28.93;;;21.17;;
3659;SDS011;1846;51.482;7.224;2022-04-14T04:13:10;34.13;;;22.10;;
3659;SDS011;1846;51.482;7.224;2022-04-14T04:15:55;36.60;;;23.07;;
3659;SDS011;1846;51.482;7.224;2022-04-14T04:18:41;24.77;;;20.10;;
3659;SDS011;1846;51.482;7.224;2022-04-14T04:21:30;28.20;;;20.23;;
3659;SDS011;1846;51.482;7.224;2022-04-14T04:24:16;29.67;;;21.30;;
3659;SDS011;1846;51.482;7.224;2022-04-14T04:27:03;40.97;;;23.30;;
3659;SDS011;1846;51.482;7.224;2022-04-14T04:29:50;33.97;;;22.37;;
3659;SDS011;1846;51.482;7.224;2022-04-14T04:32:36;35.30;;;24.60;;
3659;SDS011;1846;51.482;7.224;2022-04-14T04:35:23;35.00;;;24.17;;
3659;SDS011;1846;51.482;7.224;2022-04-14T04:38:08;35.80;;;22.97;;
3659;SDS011;1846;51.482;7.224;2022-04-14T04:40:54;35.37;;;23.57;;
3659;SDS011;1846;51.482;7.224;2022-04-14T04:43:44;33.20;;;23.60;;
